Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
2024-12-17,PA009,Tokyo,New York,Business Class,327,No,2,Dairy Free
2024-02-12,PA012,Perth,Tokyo,Premium Economy,715,No,0,Dairy Free
2024-09-24,PA009,Tokyo,New York,First Class,509,No,2,Egg Free
2024-08-10,PA005,Tokyo,London,Economy,2530,Yes,2,Egg Free
2024-12-01,PA010,New York,Tokyo,Premium Economy,942,Yes,0,Dairy Free
2024-08-26,PA009,Tokyo,New York,Economy,1150,Yes,2,None
2024-10-24,PA005,Tokyo,London,First Class,306,No,3,Vegetarian
2024-12-02,PA005,Tokyo,London,First Class,651,Yes,3,Egg Free
2024-09-09,PA011,Tokyo,Perth,Premium Economy,847,Yes,2,Dairy Free
2024-11-14,PA001,New York,London,First Class,259,No,0,Vegan
2024-06-20,PA012,Perth,Tokyo,Economy,3395,No,0,Vegan
2024-07-02,PA001,New York,London,First Class,295,Yes,3,Egg Free
2024-10-16,PA010,New York,Tokyo,Economy,2385,No,0,None
2024-11-05,PA007,Perth,New York,Premium Economy,515,No,0,Nut Free
2024-09-10,PA001,New York,London,Premium Economy,890,No,1,Nut Free
2024-03-07,PA008,New York,Perth,First Class,242,No,0,Dairy Free
2024-03-22,PA010,New York,Tokyo,Economy,1985,Yes,0,None
2024-08-26,PA006,London,Tokyo,First Class,399,Yes,2,Dairy Free
2024-12-04,PA007,Perth,New York,Business Class,242,No,3,Dairy Free
2024-03-01,PA005,Tokyo,London,Premium Economy,877,Yes,3,None
2024-01-08,PA007,Perth,New York,Premium Economy,1110,Yes,2,Vegetarian
2024-07-18,PA007,Perth,New York,First Class,609,No,3,Vegetarian
2024-04-15,PA004,London,Perth,First Class,646,Yes,3,Egg Free
2024-05-19,PA001,New York,London,First Class,399,No,2,Egg Free
2024-08-10,PA004,London,Perth,Business Class,435,Yes,1,Vegetarian
2024-01-04,PA012,Perth,Tokyo,Economy,1500,No,1,None
2024-05-25,PA002,London,New York,First Class,543,Yes,0,Dairy Free
2024-03-05,PA003,Perth,London,Premium Economy,1192,Yes,1,None
2024-12-22,PA010,New York,Tokyo,First Class,219,No,2,None
2024-12-23,PA003,Perth,London,First Class,382,No,3,Vegetarian
2024-07-28,PA003,Perth,London,Premium Economy,1585,No,3,Vegan
2024-01-29,PA007,Perth,New York,Premium Economy,1122,Yes,3,Egg Free
2024-01-14,PA012,Perth,Tokyo,Premium Economy,1425,No,0,Vegetarian
2024-10-18,PA009,Tokyo,New York,Economy,2295,Yes,2,Nut Free
2024-01-27,PA001,New York,London,First Class,682,No,1,Vegetarian
2024-12-12,PA010,New York,Tokyo,First Class,566,Yes,1,Nut Free
2024-02-09,PA008,New York,Perth,Business Class,465,No,2,None
2024-01-19,PA007,Perth,New York,Business Class,606,No,3,Vegan
2024-02-20,PA007,Perth,New York,First Class,337,No,3,Dairy Free
2024-06-26,PA006,London,Tokyo,Business Class,315,Yes,3,Vegetarian
2024-08-15,PA001,New York,London,Business Class,598,Yes,1,Nut Free
2024-05-27,PA006,London,Tokyo,Economy,2425,No,0,Vegan
2024-04-13,PA011,Tokyo,Perth,Economy,1750,No,2,Nut Free
2024-09-13,PA005,Tokyo,London,Business Class,240,No,0,Egg Free
2024-04-25,PA009,Tokyo,New York,Economy,2080,No,3,Dairy Free
2024-08-07,PA004,London,Perth,Premium Economy,1617,No,1,Nut Free
2024-07-31,PA009,Tokyo,New York,Economy,3115,No,0,Vegetarian
2024-08-21,PA001,New York,London,Business Class,249,Yes,3,Vegan
2024-01-28,PA009,Tokyo,New York,Business Class,613,Yes,1,Vegan
2024-09-20,PA003,Perth,London,Premium Economy,920,Yes,1,None
2024-07-13,PA010,New York,Tokyo,Economy,1125,No,1,Nut Free
2024-04-16,PA010,New York,Tokyo,Business Class,280,Yes,2,Egg Free
2024-05-14,PA007,Perth,New York,Business Class,781,No,0,None
2024-07-25,PA002,London,New York,First Class,296,Yes,2,Vegan
2024-12-17,PA010,New York,Tokyo,Premium Economy,1307,Yes,1,Egg Free
2024-09-02,PA011,Tokyo,Perth,Business Class,427,Yes,2,Dairy Free
2024-12-28,PA002,London,New York,First Class,295,Yes,2,None
2024-07-31,PA002,London,New York,First Class,501,Yes,1,None
2024-07-16,PA006,London,Tokyo,Premium Economy,1397,No,3,Dairy Free
2024-08-18,PA005,Tokyo,London,Business Class,338,Yes,0,None
2024-02-22,PA007,Perth,New York,Economy,2835,Yes,1,Vegan
2024-11-19,PA006,London,Tokyo,Business Class,330,Yes,2,Nut Free
2024-03-19,PA008,New York,Perth,First Class,646,No,3,Vegan
2024-01-12,PA007,Perth,New York,Economy,2125,Yes,0,Vegetarian
2024-12-29,PA004,London,Perth,Business Class,550,Yes,0,Nut Free
2024-05-11,PA011,Tokyo,Perth,Premium Economy,732,No,3,Dairy Free
2024-11-21,PA010,New York,Tokyo,Economy,1015,No,3,Vegetarian
2024-08-26,PA010,New York,Tokyo,Business Class,369,No,2,Nut Free
2024-02-04,PA001,New York,London,Business Class,828,Yes,0,None
2024-06-07,PA010,New York,Tokyo,Business Class,674,Yes,3,Vegetarian
2024-07-09,PA002,London,New York,Premium Economy,635,No,0,Dairy Free
2024-05-19,PA002,London,New York,First Class,239,Yes,0,Vegan
2024-01-11,PA010,New York,Tokyo,First Class,226,No,3,None
2024-01-09,PA012,Perth,Tokyo,Business Class,507,Yes,0,Dairy Free
2024-03-23,PA002,London,New York,Premium Economy,1625,Yes,0,Nut Free
2024-11-02,PA011,Tokyo,Perth,Business Class,315,No,2,Vegetarian
2024-01-20,PA002,London,New York,First Class,201,Yes,1,Nut Free
2024-02-23,PA009,Tokyo,New York,Premium Economy,622,Yes,2,Vegetarian
2024-12-18,PA011,Tokyo,Perth,Premium Economy,1267,No,3,Dairy Free
2024-09-25,PA011,Tokyo,Perth,First Class,457,Yes,3,Nut Free
2024-02-04,PA004,London,Perth,Economy,1900,No,3,None
2024-12-09,PA010,New York,Tokyo,Premium Economy,1142,Yes,2,Vegan
2024-11-15,PA008,New York,Perth,First Class,533,No,3,Dairy Free
2024-01-14,PA004,London,Perth,Economy,1020,Yes,0,Nut Free
2024-09-08,PA001,New York,London,First Class,427,Yes,1,Egg Free
2024-07-26,PA008,New York,Perth,Premium Economy,1410,Yes,0,Vegetarian
2024-04-12,PA012,Perth,Tokyo,Business Class,672,No,1,Dairy Free
2024-02-07,PA009,Tokyo,New York,Premium Economy,1397,Yes,3,Vegan
2024-01-10,PA005,Tokyo,London,Business Class,705,No,3,Egg Free
2024-03-14,PA002,London,New York,Business Class,247,No,2,Dairy Free
2024-08-25,PA004,London,Perth,Economy,1435,No,1,None
2024-05-20,PA003,Perth,London,Economy,3215,No,1,Nut Free
2024-05-08,PA001,New York,London,Economy,3325,No,3,Egg Free
2024-07-15,PA006,London,Tokyo,First Class,531,Yes,3,Egg Free
2024-01-31,PA010,New York,Tokyo,First Class,387,Yes,3,None
2024-06-12,PA006,London,Tokyo,Business Class,525,Yes,3,Nut Free
2024-08-16,PA011,Tokyo,Perth,Business Class,345,No,2,Egg Free
2024-03-07,PA009,Tokyo,New York,Business Class,612,Yes,3,Nut Free
2024-03-08,PA004,London,Perth,First Class,524,Yes,3,Egg Free
2024-02-19,PA006,London,Tokyo,Economy,3380,No,2,Vegan
2024-03-26,PA011,Tokyo,Perth,First Class,529,Yes,0,None
2024-02-07,PA002,London,New York,Business Class,638,Yes,0,Nut Free
2024-04-26,PA004,London,Perth,Economy,1870,No,0,Dairy Free
2024-08-30,PA009,Tokyo,New York,Premium Economy,1615,No,0,Vegetarian
2024-06-15,PA004,London,Perth,First Class,453,Yes,3,Nut Free
2024-03-20,PA003,Perth,London,First Class,523,No,3,Vegetarian
2024-11-04,PA012,Perth,Tokyo,Economy,3280,No,1,Nut Free
2024-09-01,PA009,Tokyo,New York,First Class,247,Yes,3,Egg Free
2024-01-11,PA010,New York,Tokyo,First Class,567,No,3,Vegan
2024-04-03,PA010,New York,Tokyo,Business Class,840,Yes,1,Vegan
2024-05-16,PA007,Perth,New York,Economy,1780,No,2,Vegan
2024-06-19,PA007,Perth,New York,Economy,2685,No,3,Vegetarian
2024-10-22,PA011,Tokyo,Perth,First Class,395,No,1,None
2024-03-29,PA008,New York,Perth,First Class,639,No,3,Dairy Free
2024-02-12,PA011,Tokyo,Perth,Premium Economy,1615,No,2,Vegetarian
2024-04-29,PA011,Tokyo,Perth,Economy,2330,No,1,None
2024-02-23,PA002,London,New York,Business Class,826,Yes,1,None
2024-12-17,PA004,London,Perth,Premium Economy,1317,No,1,None
2024-09-05,PA004,London,Perth,Premium Economy,1350,No,3,None
2024-10-08,PA005,Tokyo,London,Business Class,772,No,1,Egg Free
2024-01-09,PA006,London,Tokyo,Economy,2845,No,2,Egg Free
2024-01-29,PA002,London,New York,Economy,2280,No,2,Vegetarian
2024-10-04,PA005,Tokyo,London,Premium Economy,1512,No,2,Vegetarian
2024-10-03,PA002,London,New York,Premium Economy,785,No,1,Vegan
2024-09-14,PA011,Tokyo,Perth,Premium Economy,1662,Yes,0,Nut Free
2024-04-22,PA008,New York,Perth,First Class,398,No,1,Vegan
2024-09-06,PA001,New York,London,Economy,2830,No,1,Egg Free
2024-05-30,PA009,Tokyo,New York,Premium Economy,1550,No,0,Dairy Free
2024-09-03,PA001,New York,London,Premium Economy,837,No,0,Dairy Free
2024-09-20,PA012,Perth,Tokyo,First Class,557,No,2,Egg Free
2024-03-10,PA008,New York,Perth,Business Class,398,Yes,1,Egg Free
2024-12-24,PA010,New York,Tokyo,Premium Economy,1660,No,3,Dairy Free
2024-06-11,PA005,Tokyo,London,First Class,300,No,1,Dairy Free
2024-03-04,PA010,New York,Tokyo,First Class,636,Yes,0,Dairy Free
2024-07-30,PA011,Tokyo,Perth,Premium Economy,1305,No,1,Vegetarian
2024-09-22,PA005,Tokyo,London,Premium Economy,627,No,3,None
2024-10-14,PA006,London,Tokyo,Premium Economy,505,Yes,3,Vegetarian
2024-04-03,PA003,Perth,London,Premium Economy,605,No,2,Vegetarian
2024-05-04,PA012,Perth,Tokyo,First Class,440,Yes,3,Egg Free
2024-07-22,PA005,Tokyo,London,Business Class,246,Yes,1,Dairy Free
2024-05-27,PA005,Tokyo,London,First Class,608,No,2,Egg Free
2024-07-16,PA011,Tokyo,Perth,Business Class,649,Yes,1,Nut Free
2024-12-21,PA009,Tokyo,New York,First Class,272,No,2,Egg Free
2024-10-30,PA006,London,Tokyo,Economy,3195,No,3,Egg Free
2024-12-20,PA007,Perth,New York,Premium Economy,1292,No,0,None
2024-01-27,PA006,London,Tokyo,First Class,495,No,1,Nut Free
2024-04-04,PA007,Perth,New York,Business Class,253,No,3,Vegetarian
2024-08-21,PA004,London,Perth,Economy,1675,Yes,0,Vegetarian
2024-01-15,PA003,Perth,London,Premium Economy,1617,No,2,None
2024-12-12,PA005,Tokyo,London,Premium Economy,802,No,2,Egg Free
2024-03-02,PA009,Tokyo,New York,Economy,1910,No,0,Vegetarian
2024-10-08,PA010,New York,Tokyo,Business Class,405,No,0,Egg Free
2024-08-31,PA011,Tokyo,Perth,Economy,3465,Yes,3,Dairy Free
2024-01-03,PA010,New York,Tokyo,Premium Economy,1490,Yes,3,Vegetarian
2024-07-25,PA009,Tokyo,New York,First Class,272,Yes,3,Dairy Free
2024-09-08,PA007,Perth,New York,Economy,1450,Yes,1,Dairy Free
2024-04-19,PA006,London,Tokyo,Economy,3455,No,2,None
2024-01-08,PA012,Perth,Tokyo,Business Class,679,Yes,3,Vegan
2024-06-23,PA010,New York,Tokyo,Economy,3490,Yes,2,None
2024-08-13,PA004,London,Perth,Business Class,585,Yes,0,Nut Free
2024-12-27,PA008,New York,Perth,Business Class,428,No,3,Egg Free
2024-01-02,PA012,Perth,Tokyo,First Class,580,Yes,1,Vegetarian
2024-01-09,PA008,New York,Perth,Premium Economy,527,Yes,1,Vegetarian
2024-01-19,PA010,New York,Tokyo,First Class,252,No,3,Nut Free
2024-02-20,PA007,Perth,New York,Economy,1280,No,2,Egg Free
2024-03-31,PA007,Perth,New York,Economy,1100,No,3,Nut Free
2024-03-28,PA001,New York,London,Economy,1915,Yes,2,Dairy Free
2024-11-23,PA008,New York,Perth,Premium Economy,1370,No,1,Vegan
2024-05-04,PA012,Perth,Tokyo,First Class,587,No,1,Egg Free
2024-10-13,PA006,London,Tokyo,Business Class,609,Yes,1,Nut Free
2024-11-05,PA007,Perth,New York,First Class,256,No,3,Nut Free
2024-02-12,PA004,London,Perth,Economy,3175,No,1,Nut Free
2024-11-02,PA007,Perth,New York,Business Class,595,No,2,Vegan
2024-01-07,PA010,New York,Tokyo,First Class,467,Yes,2,Dairy Free
2024-03-25,PA004,London,Perth,First Class,474,Yes,0,Vegan
2024-03-26,PA008,New York,Perth,First Class,523,No,1,Egg Free
2024-12-25,PA003,Perth,London,First Class,674,No,1,Nut Free
2024-12-18,PA012,Perth,Tokyo,Business Class,552,No,1,Vegan
2024-09-11,PA003,Perth,London,Business Class,595,Yes,3,Egg Free
2024-07-10,PA005,Tokyo,London,First Class,479,No,2,Dairy Free
2024-05-26,PA002,London,New York,Premium Economy,575,Yes,3,None
2024-04-06,PA002,London,New York,Premium Economy,587,No,3,Vegetarian
2024-04-19,PA003,Perth,London,Premium Economy,682,Yes,1,None
2024-09-04,PA007,Perth,New York,Economy,3215,No,0,Vegetarian
2024-05-06,PA005,Tokyo,London,Premium Economy,1207,Yes,2,Egg Free
2024-09-12,PA007,Perth,New York,Business Class,832,No,2,None
2024-12-06,PA006,London,Tokyo,First Class,292,Yes,1,Dairy Free
2024-06-04,PA006,London,Tokyo,First Class,303,No,1,Nut Free
2024-08-06,PA007,Perth,New York,Premium Economy,1072,No,2,Nut Free
2024-09-13,PA003,Perth,London,Business Class,700,No,2,Vegetarian
2024-11-24,PA009,Tokyo,New York,First Class,207,No,3,Egg Free
2024-07-08,PA005,Tokyo,London,Premium Economy,887,Yes,3,Nut Free
2024-01-11,PA011,Tokyo,Perth,Premium Economy,1570,No,3,Dairy Free
2024-01-20,PA008,New York,Perth,Business Class,724,Yes,2,Vegan
2024-12-07,PA001,New York,London,Business Class,608,No,1,Vegetarian
2024-10-18,PA002,London,New York,First Class,594,No,0,Egg Free
2024-05-29,PA006,London,Tokyo,Premium Economy,880,No,0,Vegan
2024-06-17,PA004,London,Perth,First Class,621,No,2,Egg Free
2024-04-12,PA009,Tokyo,New York,Premium Economy,1705,Yes,0,Egg Free
2024-06-29,PA006,London,Tokyo,First Class,593,Yes,1,None
2024-08-25,PA010,New York,Tokyo,First Class,250,No,0,Egg Free
2024-02-27,PA007,Perth,New York,Economy,1665,Yes,0,Vegetarian
2024-03-13,PA012,Perth,Tokyo,Premium Economy,1297,Yes,3,None
2024-12-03,PA011,Tokyo,Perth,Economy,1540,Yes,1,Vegan
2024-07-13,PA003,Perth,London,Premium Economy,1072,No,3,Vegetarian
2024-11-17,PA007,Perth,New York,Economy,2370,No,1,Vegetarian
2024-10-15,PA007,Perth,New York,Economy,2135,Yes,0,Vegan
2024-04-30,PA009,Tokyo,New York,Premium Economy,660,Yes,3,Egg Free
2024-05-30,PA001,New York,London,Economy,3425,Yes,2,Vegan
2024-04-25,PA010,New York,Tokyo,Business Class,758,No,1,Dairy Free
2024-09-30,PA012,Perth,Tokyo,First Class,658,No,0,Vegetarian
2024-08-04,PA011,Tokyo,Perth,Premium Economy,1107,Yes,2,Nut Free
2024-08-01,PA006,London,Tokyo,Business Class,746,No,3,None
2024-12-28,PA004,London,Perth,First Class,323,No,3,Vegetarian
2024-07-20,PA009,Tokyo,New York,First Class,302,No,1,Nut Free
2024-02-27,PA004,London,Perth,Business Class,594,No,3,Vegan
2024-09-10,PA003,Perth,London,First Class,653,Yes,1,Nut Free
2024-06-16,PA008,New York,Perth,Premium Economy,1525,Yes,1,Vegetarian
2024-01-26,PA001,New York,London,Economy,1770,Yes,0,Egg Free
2024-09-12,PA004,London,Perth,First Class,457,Yes,0,Nut Free
2024-07-24,PA004,London,Perth,Economy,3350,Yes,0,None
2024-10-17,PA003,Perth,London,First Class,351,Yes,2,Vegetarian
2024-09-18,PA012,Perth,Tokyo,Business Class,588,Yes,1,None
2024-11-10,PA008,New York,Perth,Premium Economy,515,Yes,1,Vegetarian
2024-07-16,PA009,Tokyo,New York,Economy,2795,Yes,1,Dairy Free
2024-12-21,PA005,Tokyo,London,First Class,233,No,1,Nut Free
2024-04-25,PA009,Tokyo,New York,Business Class,658,Yes,2,Nut Free
2024-11-04,PA004,London,Perth,Business Class,772,No,1,Nut Free
2024-07-17,PA006,London,Tokyo,Business Class,447,Yes,2,Egg Free
2024-01-24,PA003,Perth,London,Premium Economy,1552,No,2,Dairy Free
2024-06-27,PA002,London,New York,Business Class,508,Yes,0,Dairy Free
2024-01-05,PA007,Perth,New York,Premium Economy,1220,Yes,2,Dairy Free
2024-12-11,PA012,Perth,Tokyo,Business Class,531,No,0,Egg Free
2024-05-03,PA006,London,Tokyo,First Class,414,Yes,1,Vegan
2024-02-03,PA008,New York,Perth,Premium Economy,1697,No,1,Vegan
2024-05-09,PA001,New York,London,First Class,355,Yes,1,Egg Free
2024-01-31,PA011,Tokyo,Perth,Premium Economy,1192,No,0,None
2024-11-06,PA007,Perth,New York,Business Class,333,No,3,Egg Free
2024-03-03,PA006,London,Tokyo,Economy,1140,No,1,Vegan
2024-01-11,PA003,Perth,London,Economy,3410,Yes,0,Egg Free
2024-02-12,PA010,New York,Tokyo,Economy,2345,No,2,Nut Free
2024-04-22,PA011,Tokyo,Perth,Premium Economy,1737,Yes,1,Vegetarian
2024-04-14,PA002,London,New York,Premium Economy,717,No,3,None
2024-12-15,PA007,Perth,New York,Premium Economy,882,No,2,None
2024-10-10,PA006,London,Tokyo,Economy,1560,No,2,Vegetarian
2024-06-07,PA007,Perth,New York,Business Class,319,Yes,3,Dairy Free
2024-02-05,PA011,Tokyo,Perth,Economy,3075,No,0,Egg Free
2024-02-28,PA006,London,Tokyo,Business Class,687,Yes,1,Nut Free
2024-12-05,PA003,Perth,London,First Class,226,No,3,Dairy Free
2024-10-26,PA001,New York,London,Premium Economy,1137,No,1,Vegan
2024-08-13,PA007,Perth,New York,First Class,525,Yes,2,Egg Free
2024-09-16,PA004,London,Perth,Business Class,807,Yes,3,Dairy Free
2024-02-17,PA001,New York,London,Economy,2230,No,1,Dairy Free
2024-10-08,PA003,Perth,London,Business Class,648,No,3,Egg Free
2024-10-24,PA009,Tokyo,New York,Economy,1375,Yes,0,None
2024-06-10,PA006,London,Tokyo,Economy,2095,Yes,2,Egg Free
2024-07-05,PA010,New York,Tokyo,Business Class,639,No,3,Vegetarian
2024-11-22,PA008,New York,Perth,Business Class,577,Yes,1,Nut Free
2024-05-29,PA010,New York,Tokyo,Premium Economy,1745,No,3,Vegan
2024-02-27,PA005,Tokyo,London,Economy,2900,No,3,Egg Free
2024-05-04,PA004,London,Perth,Premium Economy,1277,No,3,Dairy Free
2024-12-21,PA007,Perth,New York,Business Class,446,Yes,2,Vegetarian
2024-11-08,PA008,New York,Perth,Business Class,348,No,2,Nut Free
2024-06-15,PA003,Perth,London,Premium Economy,935,Yes,3,Nut Free
2024-10-09,PA011,Tokyo,Perth,First Class,451,Yes,3,Vegetarian
2024-03-29,PA012,Perth,Tokyo,Economy,3400,No,3,Dairy Free
2024-06-26,PA001,New York,London,Premium Economy,610,No,1,Egg Free
2024-11-22,PA008,New York,Perth,Business Class,787,No,3,Egg Free
2024-04-12,PA002,London,New York,Premium Economy,1585,No,2,None
2024-03-26,PA002,London,New York,Business Class,505,No,1,Egg Free
2024-07-02,PA011,Tokyo,Perth,First Class,507,No,1,Vegan
2024-06-22,PA007,Perth,New York,Business Class,446,No,2,None
2024-06-20,PA008,New York,Perth,Business Class,818,No,3,Vegan
2024-05-21,PA010,New York,Tokyo,Business Class,435,Yes,0,Egg Free
2024-06-19,PA003,Perth,London,Premium Economy,692,Yes,1,None
2024-08-14,PA009,Tokyo,New York,Premium Economy,1565,Yes,1,Vegan
2024-09-30,PA004,London,Perth,Economy,2760,Yes,3,Nut Free
2024-04-16,PA011,Tokyo,Perth,Economy,2995,Yes,3,Vegan
2024-06-18,PA010,New York,Tokyo,Premium Economy,1630,No,0,Nut Free
2024-09-23,PA006,London,Tokyo,Business Class,451,No,3,Vegan
2024-11-18,PA003,Perth,London,First Class,244,No,1,Nut Free
2024-09-01,PA007,Perth,New York,First Class,206,Yes,0,Nut Free
2024-01-26,PA010,New York,Tokyo,First Class,261,No,1,None
2024-06-24,PA004,London,Perth,Economy,2305,No,3,None
2024-08-18,PA004,London,Perth,Economy,2195,Yes,3,Egg Free
2024-11-10,PA011,Tokyo,Perth,Premium Economy,1707,Yes,3,Nut Free
2024-11-24,PA001,New York,London,First Class,534,Yes,2,Dairy Free
2024-10-26,PA004,London,Perth,First Class,352,No,1,Vegan
2024-11-26,PA006,London,Tokyo,Economy,3340,No,3,Vegan
2024-09-06,PA008,New York,Perth,Economy,2345,No,2,Egg Free
2024-01-23,PA003,Perth,London,Economy,3225,Yes,0,Nut Free
2024-03-24,PA006,London,Tokyo,Premium Economy,605,No,2,Nut Free
2024-05-02,PA008,New York,Perth,Premium Economy,1210,No,3,Vegetarian
2024-09-14,PA008,New York,Perth,Premium Economy,1605,No,2,Egg Free
2024-09-14,PA009,Tokyo,New York,Premium Economy,1055,No,2,Nut Free
2024-02-16,PA002,London,New York,Economy,2075,Yes,3,Nut Free
2024-12-03,PA010,New York,Tokyo,First Class,428,No,2,Vegan
2024-07-04,PA001,New York,London,Economy,2700,No,3,Nut Free
2024-05-31,PA002,London,New York,Economy,2745,No,0,Nut Free
2024-05-01,PA006,London,Tokyo,Business Class,510,Yes,3,Nut Free
2024-12-15,PA011,Tokyo,Perth,Premium Economy,1600,No,0,Nut Free
2024-04-03,PA007,Perth,New York,Business Class,829,Yes,0,Egg Free
2024-01-10,PA001,New York,London,Premium Economy,1017,No,1,None
2024-02-02,PA006,London,Tokyo,Premium Economy,740,No,1,Vegan
2024-04-21,PA003,Perth,London,First Class,215,Yes,0,Egg Free
2024-04-04,PA008,New York,Perth,Business Class,837,Yes,2,Vegetarian
2024-11-19,PA005,Tokyo,London,Business Class,432,Yes,0,Dairy Free
2024-09-21,PA011,Tokyo,Perth,Economy,3285,No,2,Nut Free
2024-06-21,PA007,Perth,New York,Economy,3075,No,1,Nut Free
2024-04-19,PA004,London,Perth,Economy,1795,No,2,Vegetarian
2024-07-29,PA004,London,Perth,Economy,2700,Yes,3,None
2024-03-08,PA003,Perth,London,Business Class,753,No,3,Vegetarian
2024-03-24,PA007,Perth,New York,Business Class,328,No,1,None
2024-06-30,PA003,Perth,London,Business Class,763,No,3,Dairy Free
2024-01-18,PA009,Tokyo,New York,First Class,301,Yes,0,Vegetarian
2024-01-09,PA001,New York,London,Economy,2680,No,0,Dairy Free
2024-11-12,PA008,New York,Perth,Business Class,627,Yes,3,Egg Free
2024-07-16,PA002,London,New York,First Class,679,No,3,Dairy Free
2024-02-22,PA005,Tokyo,London,Business Class,633,No,3,None
2024-11-11,PA008,New York,Perth,Premium Economy,590,Yes,1,Vegan
2024-05-30,PA008,New York,Perth,Premium Economy,547,Yes,0,Egg Free
2024-03-31,PA008,New York,Perth,Premium Economy,1415,Yes,2,Vegetarian
2024-12-02,PA007,Perth,New York,Business Class,603,No,0,Egg Free
2024-08-02,PA002,London,New York,Premium Economy,510,Yes,1,Dairy Free
2024-07-18,PA010,New York,Tokyo,Premium Economy,1672,Yes,0,None
2024-12-22,PA006,London,Tokyo,Business Class,536,No,0,None
2024-11-07,PA004,London,Perth,First Class,585,No,0,Vegan
2024-05-10,PA002,London,New York,Premium Economy,832,Yes,0,Dairy Free
2024-12-24,PA007,Perth,New York,Business Class,495,No,2,Dairy Free
2024-12-23,PA008,New York,Perth,Economy,2105,No,2,Vegetarian
2024-07-30,PA010,New York,Tokyo,Economy,1095,No,0,Vegetarian
2024-04-22,PA008,New York,Perth,Economy,3185,No,0,Egg Free
2024-10-13,PA003,Perth,London,Business Class,300,Yes,0,Nut Free
2024-07-15,PA009,Tokyo,New York,Premium Economy,1075,No,2,Egg Free
2024-12-25,PA011,Tokyo,Perth,Premium Economy,1002,No,0,None
2024-11-13,PA006,London,Tokyo,Business Class,385,Yes,2,Vegan
2024-05-07,PA007,Perth,New York,Business Class,520,Yes,3,Vegetarian
2024-05-11,PA011,Tokyo,Perth,First Class,417,Yes,0,Dairy Free
2024-03-17,PA010,New York,Tokyo,Business Class,783,No,3,Vegan
2024-05-14,PA006,London,Tokyo,Premium Economy,720,Yes,3,Egg Free
2024-10-31,PA008,New York,Perth,First Class,215,Yes,1,Nut Free
2024-07-15,PA004,London,Perth,First Class,344,Yes,3,Vegan
2024-04-12,PA001,New York,London,Economy,1930,No,2,None
2024-09-10,PA002,London,New York,Economy,2825,Yes,2,Nut Free
2024-07-10,PA004,London,Perth,Premium Economy,1230,Yes,1,Nut Free
2024-04-13,PA002,London,New York,Business Class,286,No,3,Nut Free
2024-07-30,PA004,London,Perth,Premium Economy,1605,No,1,Nut Free
2024-12-24,PA012,Perth,Tokyo,Business Class,364,No,2,Dairy Free
2024-12-22,PA010,New York,Tokyo,Premium Economy,1710,Yes,3,Nut Free
2024-08-31,PA008,New York,Perth,Economy,1975,Yes,2,Vegetarian
2024-06-07,PA008,New York,Perth,Business Class,672,Yes,1,Nut Free
2024-09-05,PA002,London,New York,Premium Economy,1507,Yes,3,Dairy Free
2024-11-06,PA005,Tokyo,London,Premium Economy,1380,Yes,1,Egg Free
2024-04-15,PA008,New York,Perth,Business Class,538,No,2,Vegetarian
2024-12-06,PA005,Tokyo,London,First Class,213,Yes,3,Vegan
2024-10-20,PA011,Tokyo,Perth,Premium Economy,725,No,1,Dairy Free
2024-08-29,PA001,New York,London,First Class,556,No,1,Egg Free
2024-03-22,PA008,New York,Perth,Business Class,348,No,2,Vegetarian
2024-01-21,PA011,Tokyo,Perth,First Class,204,No,0,Egg Free
2024-10-02,PA001,New York,London,Premium Economy,1687,Yes,0,Vegetarian
2024-06-14,PA006,London,Tokyo,First Class,471,No,2,Vegetarian
2024-03-07,PA006,London,Tokyo,Premium Economy,735,Yes,0,Nut Free
2024-04-02,PA009,Tokyo,New York,Economy,2430,No,3,Vegan
2024-03-24,PA010,New York,Tokyo,Premium Economy,1385,Yes,1,Nut Free
2024-06-23,PA008,New York,Perth,Premium Economy,1180,Yes,2,Dairy Free
2024-02-04,PA003,Perth,London,First Class,355,No,1,Egg Free
2024-10-03,PA004,London,Perth,First Class,320,Yes,3,Dairy Free
2024-10-25,PA011,Tokyo,Perth,Premium Economy,1365,No,1,Nut Free
2024-12-25,PA005,Tokyo,London,Business Class,654,No,2,Vegan
2024-02-23,PA003,Perth,London,Business Class,270,Yes,1,None
2024-05-06,PA011,Tokyo,Perth,First Class,425,Yes,3,Nut Free
2024-10-09,PA007,Perth,New York,First Class,205,Yes,0,Vegan
2024-07-04,PA001,New York,London,Premium Economy,1612,Yes,2,None
2024-11-14,PA002,London,New York,Economy,3305,Yes,1,Dairy Free
2024-09-19,PA010,New York,Tokyo,Business Class,531,Yes,2,Nut Free
2024-06-19,PA012,Perth,Tokyo,Business Class,273,Yes,2,Egg Free
2024-06-28,PA010,New York,Tokyo,First Class,590,No,1,Vegetarian
2024-04-15,PA007,Perth,New York,Premium Economy,790,No,2,None
2024-05-28,PA003,Perth,London,Business Class,469,Yes,2,Vegan
2024-03-14,PA005,Tokyo,London,Business Class,332,Yes,3,Nut Free
2024-04-07,PA008,New York,Perth,Economy,3270,No,3,Vegan
2024-08-01,PA012,Perth,Tokyo,First Class,361,No,2,Vegan
2024-03-22,PA003,Perth,London,First Class,432,No,2,Nut Free
